AÑO|MES|CODIGO_SECTOR_N1|PROVINCIA|CANTON|VENTAS_NETAS_TARIFA_GRAVADA|VENTAS_NETAS_TARIFA_0|VENTAS_NETAS_TARIFA_VARIABLE|VENTAS_NETAS_TARIFA_5|EXPORTACIONES|COMPRAS_NETAS_TARIFA_GRAVADA|COMPRAS_NETAS_TARIFA_0|IMPORTACIONES|COMPRAS_RISE|TOTAL_COMPRAS|TOTAL_VENTAS
2025|1|C|PICHINCHA|PEDRO VICENTE MALDONADO|23473,1300|19234,3300|0,0000|4169,0200|549051,5700|77057,9700|367272,1900|0,0000|7338,3600|455339,7500|595928,0500
2025|1|P|EL ORO|PIÑAS|6011,9100|18529,4600|0,0000|0,0000|0,0000|5111,0300|4478,0300|0,0000|645,0000|10234,0600|24541,3700
2025|1|I|SANTA ELENA|LA LIBERTAD|230517,3600|122879,3900|3810,0500|0,0000|0,0000|141087,4800|122962,2400|0,0000|25957,8400|290082,9400|357206,8000
2025|1|I|ESMERALDAS|ESMERALDAS|740324,9200|194671,1300|7888,7500|0,0000|0,0000|1483083,5400|494890,9300|1595,3600|25633,0000|2006272,4400|942884,8000
2025|1|I|LOJA|PALTAS|4372,5600|16094,2600|0,0000|0,0000|0,0000|5914,4600|3356,4400|0,0000|0,0000|9270,9000|20466,8200
2025|1|O|ZAMORA CHINCHIPE|PAQUISHA|2102,1000|263,2600|0,0000|0,0000|0,0000|118523,6700|12981,1200|0,0000|0,0000|131504,7900|2365,3600
2025|1|R|GUAYAS|ALFREDO BAQUERIZO MORENO|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000
2025|1|C|MANABI|EL CARMEN|205650,4500|3192117,0600|0,0000|80500,5500|665184,1100|681847,6300|3462468,8600|456,7500|33118,4800|4232899,4000|4143452,1700
2025|1|S|SUCUMBIOS|GONZALO PIZARRO|1016,3800|815,0600|0,0000|0,0000|0,0000|16038,0800|3726,7500|0,0000|0,0000|19764,8300|1831,4400
2025|1|E|GUAYAS|EL TRIUNFO|28,0000|2702,3500|0,0000|0,0000|0,0000|72,6400|61,6500|0,0000|0,0000|134,2900|2730,3500
2025|1|C|AZUAY|GIRON|608,3200|532,8300|0,0000|0,0000|0,0000|4481,1600|4564,3000|0,0000|0,0000|9045,4600|1141,1500
2025|1|M|LOS RIOS|VALENCIA|54205,3500|25587,5800|0,0000|0,0000|0,0000|83230,1700|7625,1700|343,1800|417,0000|95798,2900|79792,9300
2025|1|I|BOLIVAR|CHILLANES|1649,3000|505,1300|0,0000|0,0000|0,0000|435,9900|450,0000|0,0000|0,0000|885,9900|2154,4300
2025|1|H|AZUAY|CUENCA|2370889,2400|12382695,4700|4273,0200|17666,8200|70133,8600|4193312,0900|6774103,7000|24182,8600|212212,5700|11228185,8300|14845658,4100
2025|1|C|TUNGURAHUA|MOCHA|38330,7900|22696,8000|0,0000|0,0000|0,0000|15029,8900|19921,8700|0,0000|3166,5000|38118,2600|61027,5900
2025|1|F|AZUAY|PAUTE|50429,8500|212,8200|0,0000|309,2600|0,0000|102072,8000|5391,4700|0,0000|0,0000|137028,2900|50951,9300
2025|1|I|MORONA SANTIAGO|MORONA|174647,6500|81112,7400|237,1100|0,0000|0,0000|135504,4200|72380,4200|0,0000|18497,4600|226797,4400|255997,5000
2025|1|N|COTOPAXI|PANGUA|9434,5600|4530,0000|0,0000|0,0000|0,0000|18330,8000|186,0100|0,0000|0,0000|18533,0500|13964,5600
2025|1|C|ESMERALDAS|SAN LORENZO|26303,4400|167380,7900|0,0000|0,0000|0,0000|48021,9400|157871,7900|0,0000|200,0000|206286,2200|193684,2300
2025|1|A|LOS RIOS|QUEVEDO|1144895,4300|20050020,9700|0,0000|0,0000|3302492,6100|2949625,0700|12075275,7900|10448,5000|786222,0900|15855716,7500|24497409,0100
2025|1|X|GUAYAS|GUAYAQUIL|150,0000|2000,0000|0,0000|0,0000|0,0000|229,9100|216,5200|0,0000|0,0000|446,4300|2150,0000
2025|1|H|TUNGURAHUA|PATATE|1613,5500|69757,4300|0,0100|0,0000|0,0000|30635,2300|8597,6300|0,0000|211,8200|39444,6800|71370,9900
2025|1|S|IMBABURA|COTACACHI|58438,5500|23027,6700|0,0000|0,0000|8325,0000|94192,4600|18855,4200|0,0000|1769,0000|116154,6900|89791,2200
2025|1|M|SANTO DOMINGO DE LOS TSACHILAS|LA CONCORDIA|335127,0000|185744,3600|0,0000|37149,7100|0,0000|200174,3400|78000,9900|19,0000|3206,6400|315065,6500|558021,0700
2025|1|A|COTOPAXI|SAQUISILI|23776,0200|294417,4700|0,0000|3333,3300|0,0000|55058,2200|170648,8500|0,0000|6166,1000|231873,1700|321526,8200
2025|1|F|TUNGURAHUA|TISALEO|7370,5800|4296,2900|0,0000|0,0000|0,0000|17108,8500|1497,6000|0,0000|370,5000|19600,9800|11666,8700
2025|1|O|LOS RIOS|BUENA FE|7236,5300|110062,0700|0,0000|0,0000|0,0000|641783,0800|25631,7200|0,0000|9359,9000|676954,7000|117298,6000
2025|1|I|ZAMORA CHINCHIPE|CENTINELA DEL CONDOR|793,1000|2362,0200|0,0000|0,0000|0,0000|2645,6900|2574,7000|0,0000|0,0000|5220,3900|3155,1200
2025|1|H|AZUAY|SIGSIG|43669,1700|86199,3700|0,0000|0,0000|0,0000|54744,9900|53807,0500|0,0000|1689,8000|110241,8400|129868,5400
2025|1|M|ORELLANA|LA JOYA DE LOS SACHAS|260361,1500|55290,2200|0,0000|37,6200|1000,0000|208538,2900|85183,2200|0,0000|24510,4500|328613,1500|316688,9900
2025|1|R|ZAMORA CHINCHIPE|EL PANGUI|0,0000|0,1200|0,0000|0,0000|0,0000|140,0000|0,1000|0,0000|0,0000|140,1000|0,1200
2025|1|M|BOLIVAR|GUARANDA|548721,6800|137604,4700|0,0000|23674,4600|0,0000|300561,9700|74105,9100|47,2300|811,1900|414726,1100|710000,6100
2025|1|G|MANABI|PICHINCHA|766348,4200|2460551,4500|0,0000|73122,3300|12768459,4800|1079793,2500|8157128,8100|228,9700|41583,7800|9378823,4500|16068481,6800
2025|1|A|LOS RIOS|QUINSALOMA|45402,6400|4332361,2400|0,0000|0,0000|0,0000|161346,8300|2068308,5100|0,0000|9347,1200|2239584,8500|4377763,8800
2025|1|O|ESMERALDAS|ESMERALDAS|185554,2700|234793,0700|0,0000|0,0000|0,0000|2332088,7600|270165,6300|0,0000|895,0000|2603149,3900|420347,3400
2025|1|D|SANTA ELENA|SANTA ELENA|38307,5800|0,2000|0,0000|0,0000|0,0000|37206,0000|5510,3900|0,0000|0,0000|42772,3800|38307,7800
2025|1|C|AZUAY|CAMILO PONCE ENRIQUEZ|320452,8400|169557,0600|0,0000|0,0000|0,0000|266361,0500|70602,0000|0,0000|4127,5900|345761,6200|490009,9000
2025|1|M|CAÑAR|AZOGUES|799758,7800|110798,0400|0,0000|22,0000|0,0000|582752,5000|94826,4400|21419,8400|15785,7800|750628,1600|910578,8200
2025|1|R|SUCUMBIOS|CUYABENO|2,0000|100,2200|0,0000|0,0000|0,0000|98,6900|7,4800|0,0000|0,0000|106,1700|102,2200
2025|1|B|ESMERALDAS|ESMERALDAS|158193,2600|475,0000|0,0000|0,0000|0,0000|81101,9300|968,5400|0,0000|0,0000|82070,4700|158668,2600
2025|1|H|MANABI|JUNIN|54919,3100|28349,5100|0,0000|40867,8000|0,0000|77168,3000|10376,8500|0,0000|1522,0000|98007,0700|124136,6200
2025|1|Q|CHIMBORAZO|COLTA|2259,0100|4183,8300|0,0000|0,0000|0,0000|5854,2500|6328,4300|0,0000|1580,5000|13763,1800|6442,8400
2025|1|G|GUAYAS|ISIDRO AYORA|481014,6000|842226,7200|0,0000|510289,1100|0,0000|515864,9200|774582,8600|85,0000|14264,2500|1712455,7800|1833530,4300
2025|1|H|LOS RIOS|QUINSALOMA|9606,1700|22874,5500|0,0000|0,0000|0,0000|35237,4400|14543,4000|0,0000|3000,0000|52886,9100|32480,7200
2025|1|M|COTOPAXI|SALCEDO|282495,3800|66317,7600|0,0000|19236,0100|0,0000|228777,5400|54344,1400|0,0000|2497,0400|302593,2900|368049,1500
2025|1|L|GUAYAS|ISIDRO AYORA|507,7700|625,0000|0,0000|0,0000|0,0000|1581,8800|0,0000|0,0000|0,0000|1581,8800|1132,7700
2025|1|A|NAPO|ARCHIDONA|11419,9800|9904,5900|0,0000|0,5000|0,0000|12622,3000|1270,7000|0,0000|1250,0000|15210,6200|21325,0700
2025|1|I|CHIMBORAZO|PALLATANGA|3234,3800|5120,1500|0,0000|0,0000|0,0000|3085,7900|5249,5800|0,0000|0,0000|8335,3700|8354,5300
2025|1|J|LOJA|CATAMAYO|87871,9900|71,1800|0,0000|0,0000|0,0000|47305,1000|3538,5500|0,0000|1399,3000|52348,6600|87943,1700
2025|1|A|AZUAY|GUALACEO|15474,6800|218890,0600|0,0000|0,0000|470643,7000|70703,3600|162417,6100|15779,9600|12359,5700|263050,5100|705008,4400
2025|1|L|MORONA SANTIAGO|TAISHA|12634,2900|1421,4700|0,0000|2288,3500|0,0000|8325,0900|366,8600|0,0000|0,0000|13310,0400|16344,1100
2025|1|G|GUAYAS|LOMAS DE SARGENTILLO|930174,4600|1464823,3300|0,0000|9223,8900|0,0000|518556,9200|1333487,8700|505567,2700|5361,7500|2377970,8500|2404221,6800
2025|1|G|BOLIVAR|CHILLANES|300952,6700|195366,3600|0,0000|9832,9200|0,0000|389171,0400|215270,9200|450,0000|459,4800|630925,8000|506151,9500
2025|1|L|PICHINCHA|QUITO|52695994,8100|12971442,8600|128948,3500|42154,9000|118686,2100|28009138,8000|9802012,1500|612010,9500|807155,5500|39741451,0700|65957227,1300
2025|1|A|MANABI|SUCRE|85254,2800|2567473,8900|0,0000|0,0000|0,0000|311812,4700|1864131,7800|0,0000|105159,9700|2293388,3500|2652728,1700
2025|1|Q|LOS RIOS|QUEVEDO|27930,4700|714319,1400|0,0000|0,0000|0,0000|390669,0700|263647,5500|19864,5900|9559,0700|702886,8000|742249,6100
2025|1|P|ZAMORA CHINCHIPE|CENTINELA DEL CONDOR|83560,0000|0,0000|0,0000|0,0000|0,0000|51725,0000|0,0000|0,0000|0,0000|51725,0000|83560,0000
2025|1|K|CHIMBORAZO|COLTA|0,0200|9739,0300|0,0000|0,0000|0,0000|7690,0200|9479,1400|0,0000|4654,0000|21823,1600|9739,0500
2025|1|L|MORONA SANTIAGO|SUCUA|81236,0500|9383,9700|0,0000|0,0000|0,0000|34818,7900|4204,1900|0,0000|0,0000|39068,2200|90620,0200
2025|1|G|LOJA|ESPINDOLA|156993,7000|47741,0400|0,0000|27326,4900|0,0000|204060,5800|115431,7900|1448,4900|0,0000|331038,9800|232061,2300
2025|1|I|GUAYAS|PLAYAS|330601,0700|82260,7000|57622,9000|0,0000|0,0000|285476,2200|82488,1800|1112,9700|38,0100|369116,6300|470484,6700
2025|1|N|CAÑAR|AZOGUES|119251,8100|42048,3000|3844,2600|0,0000|0,0000|106594,0400|81433,6000|0,0000|8123,3100|201427,1200|165144,3700
2025|1|E|SUCUMBIOS|SHUSHUFINDI|0,0000|754,1000|0,0000|0,0000|0,0000|2757,1500|368,6800|0,0000|0,0000|3125,8300|754,1000
2025|1|M|LOS RIOS|BABAHOYO|832802,7500|517350,4500|0,0000|307,1400|1500,0000|869830,9900|290969,3400|0,0000|3960,0400|1177888,2400|1351960,3400
2025|1|F|ESMERALDAS|ESMERALDAS|3056233,7000|27520,5700|0,0000|12652,7800|0,0000|1416132,8500|207779,4400|6147,8300|17065,0900|1736579,6100|3096407,0500
2025|1|C|COTOPAXI|PANGUA|26903,1300|311789,8100|0,0000|0,0000|0,0000|71391,4400|46135,7900|0,0000|38247,9000|155846,5600|338692,9400
2025|1|H|AZUAY|OÑA|431,3800|4129,5700|0,0000|0,0000|0,0000|1400,3300|0,0000|0,0000|280,0000|1680,3300|4560,9500
2025|1|O|MANABI|EL CARMEN|1481,3200|14196,4200|0,0000|0,0000|0,0000|521782,2600|38530,1200|0,0000|800,0000|561112,3800|15677,7400
2025|1|N|GUAYAS|PALESTINA|10757,8800|946,2500|0,0000|0,0000|0,0000|8961,6600|321,8400|0,0000|6450,5500|15734,0500|11704,1300
2025|1|H|LOS RIOS|VINCES|140238,4800|382778,6100|0,0000|0,0000|0,0000|163760,1700|248064,7000|0,0000|2650,0000|414474,8700|523017,0900
2025|1|I|AZUAY|OÑA|801,6800|228,0000|0,0000|0,0000|0,0000|1538,3400|107,0000|0,0000|0,0000|1935,0000|1029,6800
2025|1|N|GUAYAS|MILAGRO|571023,5300|131993,4700|0,0000|0,0000|0,0000|560620,5100|53218,1200|0,0000|2769,0700|617321,2400|703017,0000
2025|1|J|LOS RIOS|VENTANAS|386807,2000|0,0000|0,0000|0,0000|0,0000|195223,8200|9890,4600|0,0000|6804,5200|211918,8000|386807,2000
2025|1|Q|CARCHI|SAN PEDRO DE HUACA|0,0100|0,0100|0,0000|0,0000|0,0000|68,3200|162,3800|0,0000|0,0000|230,7000|0,0200
2025|1|N|AZUAY|CAMILO PONCE ENRIQUEZ|97302,1300|33938,7900|0,0000|0,0000|100,0000|105864,8700|7266,4300|0,0000|5090,0000|121728,7300|131340,9200
2025|1|G|SUCUMBIOS|PUTUMAYO|85418,0800|29823,3900|0,0000|6976,6200|0,0000|769961,8200|48186,5500|0,0000|34,0000|840679,3500|122218,0900
2025|1|S|BOLIVAR|LAS NAVES|5060,4900|7104,7200|0,0000|0,0000|0,0000|2119,0000|1439,6900|0,0000|52,1100|3612,0900|12165,2100
2025|1|C|LOS RIOS|PUEBLO VIEJO|233131,8900|2566227,7100|0,0000|0,0000|211258,8000|185132,9900|2176292,1700|0,0000|3479,5000|2368599,9100|3010618,4000
2025|1|I|EL ORO|PORTOVELO|2984,4700|7746,4900|0,0000|0,0000|0,0000|19831,6500|6070,1900|0,0000|0,0000|25901,8400|10730,9600
2025|1|S|BOLIVAR|CALUMA|6592,6200|78422,1000|0,0000|0,0000|0,0000|16968,6800|4778,4800|0,0000|3794,0000|25541,1600|85014,7200
2025|1|I|GUAYAS|LOMAS DE SARGENTILLO|7660,0600|15321,4600|0,0000|0,0000|0,0000|3054,0100|14715,1100|0,0000|0,0000|17769,1200|22981,5200
2025|1|N|SUCUMBIOS|CUYABENO|29126,4000|11853,4100|0,0000|0,0000|0,0000|58365,4300|4221,5400|0,0000|30,0000|62616,9700|40979,8100
2025|1|N|MANABI|JARAMIJO|214116,3600|288654,3100|0,0000|0,0000|0,0000|128179,3400|76925,3100|0,0000|1099,5300|237114,2400|502770,6700
2025|1|R|ND|ND|709,7800|250,0000|0,0000|0,0000|0,0000|537,6100|0,0000|0,0000|0,0000|637,6100|959,7800
2025|1|S|MORONA SANTIAGO|SUCUA|181604,9500|36401,3900|0,0000|0,0000|0,0000|188772,8500|7434,0800|0,0000|1957,6500|198164,5800|218006,3400
2025|1|S|TUNGURAHUA|SAN PEDRO DE PELILEO|217226,7500|917768,6000|10,0000|0,0000|0,0000|372600,8400|28702,5100|418017,0600|3398,7500|823594,0500|1135005,3500
2025|1|M|AZUAY|SANTA ISABEL|97582,4700|31758,0700|0,0000|8208,7600|0,0000|71152,9400|39625,3500|1486,5000|1830,0000|125905,4800|137549,3000
2025|1|R|SUCUMBIOS|GONZALO PIZARRO|0,0000|356,1500|0,0000|0,0000|0,0000|300,5700|896,0800|0,0000|650,0000|2436,1700|356,1500
2025|1|I|SANTA ELENA|SALINAS|822443,4200|279839,2100|140977,9500|0,0000|0,0000|639301,3400|324632,6800|6623,8500|28857,4500|1050776,8900|1243260,5800
2025|1|E|IMBABURA|SAN MIGUEL DE URCUQUI|0,0100|1588,3500|0,0000|0,0000|0,0000|111,3000|123,7500|0,0000|0,0000|235,0500|1588,3600
2025|1|S|NAPO|CARLOS JULIO AROSEMENA TOLA|12784,4500|1,1100|0,0000|0,0000|0,0000|9199,6500|172,1900|0,0000|0,0000|9371,8400|12785,5600
2025|1|J|TUNGURAHUA|SANTIAGO DE PILLARO|70050,8600|10,0000|0,0000|0,0000|0,0000|33209,4500|1427,9200|0,0000|57,7500|34695,1200|70060,8600
2025|1|P|NAPO|QUIJOS|0,0000|21,0000|0,0000|0,0000|0,0000|3579,8000|965,6100|0,0000|0,0000|4545,4100|21,0000
2025|1|I|EL ORO|PIÑAS|117450,5700|6292,3700|0,0000|0,0000|0,0000|62117,9600|38845,1500|0,0000|4640,1200|106672,9900|123742,9400
2025|1|C|LOJA|ZAPOTILLO|563,9600|24318,8500|0,0000|0,0000|0,0000|5370,7500|3346,0100|0,0000|755,0000|9471,7600|24882,8100
2025|1|P|ESMERALDAS|QUININDE|4755,3400|161928,7600|0,0000|0,0000|0,0000|15139,1700|15509,7200|0,0000|918,5000|31567,3900|166684,1000
2025|1|K|EL ORO|PIÑAS|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000|0,0000
2025|1|O|GUAYAS|PLAYAS|2594,9300|49292,8300|0,0000|0,0000|0,0000|607741,0600|12150,8800|0,0000|0,0000|620629,1000|51887,7600
2025|1|R|COTOPAXI|LATACUNGA|30433,7900|25300,8200|0,0000|6745,3600|0,0000|70656,2400|30174,1400|855,0000|1237,0800|110076,3200|62479,9700
2025|1|D|SANTA ELENA|LA LIBERTAD|1736,9100|36228,3100|0,0000|0,0000|0,0000|9597,3200|25358,1400|0,0000|0,0000|34955,4600|37965,2200
2025|1|G|PICHINCHA|MEJIA|9103735,1600|8567162,3400|0,0000|387860,3700|43658,2000|8058911,1800|5460108,8500|1741389,4300|94090,3500|15655994,5300|18102416,0700
2025|1|C|ESMERALDAS|QUININDE|394482,1900|2587702,2600|0,0000|0,0000|0,0000|267647,0300|2004702,7100|1757,2500|38499,1400|2312623,5200|2982184,4500
2025|1|C|CHIMBORAZO|RIOBAMBA|2462599,0700|8483285,8600|0,0000|238919,0500|31182,5900|3071641,1300|5935270,1100|764693,8300|211456,8200|10079666,8000|11215986,5700
2025|1|C|TUNGURAHUA|PATATE|864458,2100|11086,9100|0,0000|0,0000|0,0000|635757,3200|17158,1300|0,0000|0,0000|652915,4500|875545,1200
2025|1|F|ESMERALDAS|ELOY ALFARO|27443,4600|0,2300|0,0000|0,0000|0,0000|22536,6400|249,5300|0,0000|0,0000|23253,7800|27443,6900
2025|1|G|GUAYAS|GUAYAQUIL|1391127684,3800|659428691,9900|55349,8300|12421623,7700|331433377,6400|953353087,5300|621835188,8500|446890864,2400|6369239,7500|2049001223,3500|2394466727,6100
2025|1|G|MANABI|BOLIVAR|1823052,9500|2112863,8800|0,0000|37618,2700|273012,3000|2048715,9600|1461416,3700|97,1100|291021,1700|3852213,6400|4246547,4000
2025|1|K|AZUAY|CUENCA|10690817,0100|8972778,3800|0,0000|0,0000|0,0000|9113060,8300|1336046,9500|56,5000|76354,1200|10585284,1500|19663595,3900
2025|1|G|ORELLANA|ORELLANA|10113501,0800|2215730,6300|252,7900|403330,4500|0,0000|9936114,3500|2016008,2200|101207,4600|203585,6900|12635684,6800|12732814,9500
2025|1|F|MORONA SANTIAGO|LOGROÑO|21309,9500|0,0000|0,0000|0,0000|0,0000|15260,0700|6226,4500|0,0000|0,0000|21665,1800|21309,9500
2025|1|M|LOS RIOS|BUENA FE|179437,1200|183348,0000|0,0000|14781,0000|50,0000|206350,8100|64294,2100|448,7000|9620,2000|298966,0400|377616,1200
2025|1|Q|MANABI|CHONE|28658,1900|105960,5600|0,0000|0,0000|0,0000|111879,2300|57846,7300|0,0000|7862,9700|177588,9300|134618,7500
2025|1|G|EL ORO|PASAJE|4571723,9200|8717633,2000|270,0000|390505,3000|3119355,9100|5169830,0300|10454688,2100|194522,0800|551266,0900|16927086,9400|16799488,3300
2025|1|T|GUAYAS|GUAYAQUIL|193672,1500|103169,2300|0,0000|0,0000|0,0000|131975,3000|53991,3900|0,0000|97,3600|186066,0500|296841,3800
2025|1|C|PICHINCHA|QUITO|494925289,3800|194543983,8500|230492,8800|43347249,0700|65820776,9000|224799979,4900|199593398,4300|207289557,0800|4101366,0600|661722948,7100|798867792,0800
2025|1|M|COTOPAXI|PANGUA|58518,6200|4791,4100|0,0000|0,0000|0,0000|24475,2900|15558,6800|0,0000|1875,2800|51408,5800|63310,0300
2025|1|C|MANABI|PORTOVIEJO|2797862,3700|3296745,7300|0,0000|91131,5200|1189850,4500|2190401,4300|3151519,5000|371322,5800|109684,7300|5893895,3200|7375590,0700
2025|1|G|ZAMORA CHINCHIPE|YANTZAZA|10164077,5000|1189044,4500|0,0000|647395,7100|0,0000|10532814,2500|1222640,3900|200461,8200|49377,2000|12669511,9100|12000517,6600
2025|1|A|MANABI|EL CARMEN|257129,1900|7720477,7900|0,0000|7112,9800|3094799,6400|701891,7700|7519986,2800|14297,2900|221871,8700|8463860,8900|11079519,6000
2025|1|J|CAÑAR|AZOGUES|789457,5800|5641,6500|0,0000|0,0000|0,0000|503835,5100|8933,3300|6808,1800|3727,9600|534057,4400|795099,2300
2025|1|F|CAÑAR|AZOGUES|475752,2800|44010,0000|0,0000|2736,0400|0,0000|367284,2900|56499,1800|0,0000|329,6500|484065,7700|522498,3200
2025|1|M|MANABI|EL CARMEN|849325,2600|809735,9900|0,0000|1,0000|0,0000|743582,0700|855574,3700|9781,3400|28281,2600|1642382,1400|1659062,2500
2025|1|G|NAPO|ARCHIDONA|1374500,6700|421416,4100|0,0000|50780,3000|0,0000|962931,8500|395352,8900|76170,2000|17381,6100|1521405,4500|1846697,3800
2025|1|A|LOJA|LOJA|56432,8100|1094035,9300|215,7400|0,0000|34698,0000|191725,0900|843257,2000|0,0000|2783,4600|1046790,6600|1185382,4800
2025|1|O|GUAYAS|SIMON BOLIVAR|1783,6900|0,0000|0,0000|0,0000|0,0000|70475,9500|1291,8600|0,0000|0,0000|71767,8100|1783,6900
2025|1|S|ORELLANA|LORETO|48961,0400|30162,7800|1,0100|0,0000|0,0000|184403,4200|19115,2900|0,0000|3573,9500|207134,3800|79124,8300
2025|1|G|AZUAY|CHORDELEG|627988,0800|79567,3100|0,0000|4682,8100|0,0000|561666,4900|92989,4600|64746,3600|2127,1900|730881,5500|712238,2000
2025|1|H|AZUAY|GIRON|26516,7700|30475,6700|0,0000|1995,7100|0,0000|32384,6700|2500,1100|0,0000|25,0000|41121,4100|58988,1500
2025|1|O|AZUAY|GUALACEO|2586,3200|126446,3000|0,0000|0,0000|0,0000|368562,7100|17940,9100|0,0000|6929,5400|395084,5900|129032,6200
2025|1|C|MANABI|MANTA|5687321,6700|25717420,2900|83081,7300|3140,3900|27181163,8500|8722834,2400|18618504,9900|11042110,5900|251007,6900|38908132,9100|58672127,9300
2025|1|C|MANABI|MONTECRISTI|4223633,4000|16580152,7600|0,0000|175837,7900|39582687,4400|8081084,8000|31757275,4500|13329465,3700|214307,3300|53520326,4000|60562311,3900
2025|1|A|AZUAY|CUENCA|556417,2300|3491789,7900|0,0000|0,0000|1858911,6400|1295873,1100|2968375,8100|53891,9100|54467,5000|4382344,6000|5907118,6600
2025|1|S|LOS RIOS|VENTANAS|52813,9300|112389,2100|0,0000|0,0000|0,0000|92658,0300|90892,7400|2854,1600|26269,4300|212735,3600|165203,1400
2025|1|G|MANABI|CHONE|5477173,9000|8777735,9600|0,0000|186400,8200|0,0000|6025741,6800|5587031,4200|115952,7500|45606,8300|11979700,9800|14441310,6800
2025|1|C|SUCUMBIOS|SHUSHUFINDI|180764,6000|29397,7500|0,0000|26000,0000|0,0000|114721,0400|20270,8200|18,6500|328,8000|137669,1700|236162,3500
2025|1|G|TUNGURAHUA|SANTIAGO DE PILLARO|1384799,5300|1485589,0300|0,0000|44687,4700|0,0000|1548605,6100|1271219,5200|1652,2300|30555,8400|2895778,2000|2915076,0300
2025|1|N|LOS RIOS|BUENA FE|187656,1800|24553,1700|0,0000|0,0000|0,0000|88196,6800|20536,6000|0,0000|50,0000|113507,6400|212209,3500
2025|1|H|TUNGURAHUA|AMBATO|840357,7100|7075254,3000|0,0000|14110,8000|0,0000|1769957,2600|4538379,2600|100452,7800|66761,9500|6503615,2700|7929722,8100
2025|1|F|EL ORO|HUAQUILLAS|44594,0800|35753,3300|0,0000|15592,8000|0,0000|63674,8800|14555,2900|0,0000|1269,0000|102557,5800|95940,2100
2025|1|C|AZUAY|PAUTE|25989,8500|37543,9400|0,0000|0,0000|0,0000|44780,5600|11316,3100|0,0000|80,0000|58081,2600|63533,7900
2025|1|F|NAPO|EL CHACO|40150,6900|1145,9600|0,0000|606,6900|0,0000|83906,1000|7737,1300|77,1000|2500,5000|102087,4200|41903,3400
2025|1|G|MANABI|JAMA|545759,2000|182600,3400|0,0000|0,0000|0,0000|621039,0300|156635,1200|322,7600|31845,5700|809980,5600|728359,5400
2025|1|N|TUNGURAHUA|AMBATO|2614355,3100|362148,8700|0,0000|10252,2200|0,0000|1320456,4900|594422,1500|1497,0300|41719,5900|2000638,0500|2986756,4000
2025|1|M|EL ORO|MACHALA|6596813,2500|2456100,9200|111,1200|8040,9800|1613418,9400|4369613,0800|2015158,4900|103192,9400|255826,2500|6915086,9600|10674485,2100
2025|1|S|MANABI|SUCRE|60932,4700|49321,0300|0,0000|0,0000|0,0000|59503,8600|28642,0800|0,0000|235,0000|88380,9400|110253,5000
2025|1|C|LOS RIOS|BABAHOYO|2631532,6200|1875927,1400|0,0000|1300,0000|244511,3200|1671921,9800|1384667,0400|63559,8300|13459,0000|3207168,1300|4753271,0800
2025|1|M|ZAMORA CHINCHIPE|CHINCHIPE|29249,4300|935,2100|0,0000|0,0000|1700,0000|40914,2800|24310,1400|320,0000|400,0000|70202,9100|31884,6400
2025|1|G|CARCHI|MONTUFAR|859003,9100|3574161,8500|0,0000|65932,1200|0,0000|916666,1500|3142693,3800|0,0000|74047,3200|4202927,4900|4499097,8800
2025|1|G|MANABI|JUNIN|515970,4900|4126071,4700|0,0000|0,0000|4895,0200|505485,3400|2206761,6000|329768,3000|2901,2000|3049825,2400|4646936,9800
2025|1|G|ND|ND|468582,4000|115070,4100|0,0000|138842,3100|0,0000|475178,6200|94273,3800|0,0000|3609,3500|731793,7000|722495,1200
2025|1|G|CHIMBORAZO|PALLATANGA|341134,1800|302894,8500|0,0000|39590,0500|0,0000|361279,3900|257746,4900|26992,4000|0,0000|690675,6300|683619,0800
2025|1|C|ZAMORA CHINCHIPE|ZAMORA|431375,4900|840112,0900|0,0000|0,0000|0,0000|516876,8300|74107,5200|1039,8000|1397,5000|593675,5400|1271487,5800
2025|1|A|MORONA SANTIAGO|SANTIAGO|4386,6700|13145,3300|0,0000|0,0000|0,0000|4175,8000|3615,5000|0,0000|0,0000|7791,3000|17532,0000
2025|1|C|ZAMORA CHINCHIPE|YANTZAZA|1318384,5400|99226,3400|0,0000|17859,5000|0,0000|515013,7500|500576,2000|21200,0000|12648,4300|1054341,7700|1435470,3800
2025|1|G|LOS RIOS|BABA|713803,5800|1203445,1700|0,0000|59373,6400|0,0000|784886,4500|853360,8100|0,0000|37527,0500|1733927,2400|1976622,3900
2025|1|A|ORELLANA|LORETO|115370,0200|248849,7400|0,0000|0,0000|0,0000|140685,3200|45499,9000|0,0000|8234,9600|203030,8500|364219,7600
2025|1|G|GUAYAS|EL TRIUNFO|3216101,4900|21319487,4800|0,0000|451379,5500|0,0000|3375110,2700|14949004,1100|4374,4000|630164,2100|19368243,6800|24986968,5200
2025|1|I|GALAPAGOS|SANTA CRUZ|1247324,3200|1268500,0700|66529,3900|0,0000|1100,7300|897769,3400|695258,3800|342,0000|91871,4900|1692528,1900|2583454,5100
2025|1|Q|PASTAZA|MERA|2653,5000|53816,5500|0,0000|0,0000|0,0000|17636,4400|23112,2100|0,0000|5509,0700|46277,2400|56470,0500
